"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_1",1.00009891788117,16103.3744431496,52086.7888164899
"beta_tilde_2",1.00072747622492,3657.34129307372,14466.2018790748
"beta_tilde_3",1.00046271791048,4486.32680482669,6149.7854360116
"beta_tilde_4",1.00041234502214,21619.7884010696,33752.8779728068
"beta_tilde_5",1.0006182698966,101686.596697346,73318.7948819934
"beta_tilde_6",1.00093790311697,14043.1627187497,9020.04322493012
"beta_tilde_7",1.00019330703376,126398.742888464,79179.281040211
"beta_tilde_8",1.0016833361146,12670.4006707027,18403.178706994
"beta_tilde_9",1.0002588369274,109039.232579227,93308.9075863621
"beta_tilde_10",1.00037520221967,59162.6985504009,69729.6614759656
"beta_tilde_11",1.00055595262133,102825.395366994,74103.6188690419
"beta_tilde_12",1.00027482705606,57269.2201164021,51407.7554315829
"beta_tilde_13",1.00042074799246,82122.5866129949,76047.4243723783
"beta_tilde_14",1.00171639796203,29049.4170526091,21477.2907411739
"beta_tilde_15",1.00076921064105,25458.1856952788,22952.5570221436
"beta_tilde_16",1.00061225921277,22341.7383409205,21277.5370266897
"beta_tilde_17",1.00106173756335,11977.3072896429,14718.0151816276
"beta_tilde_18",1.00042359981774,10592.3019330706,16098.9048728457
"beta_tilde_19",1.000421352167,40558.8724888759,30075.0904167491
"beta_tilde_20",1.00055354201498,38023.1137197468,37361.4195160756
"beta_tilde_21",1.00046650849188,10152.4936993333,20471.4991897509
"beta_tilde_22",1.00075285448513,44089.6121728846,35767.0012428445
"beta_tilde_23",1.00014148510949,15161.0718471465,13620.7912698776
"beta_tilde_24",1.00035889611336,49152.1700859106,48981.9758436781
"beta_tilde_25",1.00117898710985,10339.2711832864,40636.2397157328
"beta_tilde_26",1.0003920780278,49872.0374019669,46725.7237328924
"beta_tilde_27",1.0001801384332,20550.8774200016,68784.5325925491
"beta_tilde_28",1.0007709387528,34677.5168358641,37014.9526896496
"beta_tilde_29",1.00043740682596,19040.2293979737,36718.5307277013
"beta_tilde_30",1.00041769895207,67821.6623185474,42049.7543719795
"beta_tilde_31",1.00026784620668,26506.503210908,62598.6945170612
"beta_tilde_32",1.00055257894659,43793.1221860905,56234.7681627364
"beta_tilde_33",1.0002036333258,37958.0789757521,67823.4777136841
"beta_tilde_34",1.00093418663424,44090.1028752118,35429.621169435
"beta_tilde_35",1.00028555009507,45021.264470024,46224.7111238971
"beta_tilde_36",1.00029403742578,22456.9166964385,58966.1517359785
"beta_tilde_37",1.00029086638286,90316.303518493,74294.0551453837
"beta_tilde_38",1.00012021462396,118119.431059247,94267.6813966649
"beta_tilde_39",1.00040865208738,13858.4922788939,16239.1948747398
"beta_tilde_40",1.00054276829194,14446.0791656035,5528.4088308012
"beta_tilde_41",1.00069788715799,8129.99131141275,3916.91848061119
"beta_tilde_42",1.00043047043124,113881.210524602,71845.2788733779
"beta_tilde_43",1.00010050368359,106633.417121126,69390.9634727569
"beta_tilde_44",1.00051920621894,64337.8044613325,54064.7750971491
"beta_tilde_45",1.00035423340408,72503.8362013977,49628.0255851155
"beta_tilde_46",1.00033132743282,22748.8532322966,51586.9368611539
"beta_tilde_47",1.00177906988734,12975.4702298942,12792.3636361492
"beta_tilde_48",1.00083324670376,23308.0722298874,22042.6781971467
"beta_tilde_49",1.00029620172575,73929.1275906799,80825.9666601178
"beta_tilde_50",1.00028748087174,38910.7947777728,66458.3702391702
"beta_tilde_51",1.00012162783205,90661.9113647597,80027.5562900679
"beta_tilde_52",1.00055064571056,120502.452976462,82096.1490760995
"beta_tilde_53",1.00036276751505,52158.8230191544,54797.1428476874
"beta_tilde_54",1.00020907140866,57140.797444471,71338.6535014424
"beta_tilde_55",1.00004630520664,55708.0105948063,64645.2486674462
"beta_tilde_56",1.00020669621978,43221.1945856948,53167.5258185364
"beta_tilde_57",1.00036719858636,41706.7827999544,58078.4069877552
"pi_1",1.00000031702212,199190.747078159,198768.733520495
"pi_2",1.00176094496709,2112.06476559446,5959.11319645378
"pi_3",1.00141351961916,1839.12226983377,4801.31590885816
"pi_4",1.00197109356127,2389.82547704981,3924.45180061404
"pi_5",1.00153068743846,4979.81328437271,5794.42252725438
"pi_6",1.00344344732051,1209.92509467339,4442.1360105553
"pi_7",1.00070084903614,5542.55793192538,5941.7916065094
"pi_8",1.00504075346203,1703.66960261646,3883.58120331555
"pi_9",1.00067421987503,7202.16971556391,7863.58474695286
"pi_10",1.00085682041568,5219.56405358598,6450.14888384457
"pi_11",1.00196938960423,3990.03462299279,4080.11290825754
"pi_12",1.00132227496614,3064.62219561785,3660.46843176542
"pi_13",1.00109688828218,4760.99846106591,5468.83762813335
"pi_14",1.00556300005887,1863.55464741067,3871.34346338034
"pi_15",1.00289468343419,1404.8007725964,3249.05839386112
"pi_16",1.00420124385602,1161.77288177087,3149.72106533054
"pi_17",1.00602487416979,1137.05918180405,3882.28407195949
"pi_18",1.00180052406509,1603.26596240247,3689.75126995758
"pi_19",1.00157380411955,1970.09325384011,3263.09442918333
"pi_20",1.0027198270015,2232.79108333823,3434.9874202312
"pi_21",1.00284517906494,1743.06609453557,3715.05335256657
"pi_22",1.00235762600651,2140.79550113557,3130.02927285502
"pi_23",1.00077124837357,1426.10369464515,4676.95646414973
"pi_24",1.0011367227174,3105.79933473611,3349.58266209738
"pi_25",0.999999827522607,198755.251083648,199337.050602551
"pi_26",1.00155663511164,2948.95704202093,4093.2963108314
"pi_27",1.00001907344212,199982.750012831,197634.689279642
"pi_28",1.00224234968193,2689.68772906084,3491.53994205707
"pi_29",1.00201441918927,2315.84235427548,3351.51618518577
"pi_30",1.00104413851985,2715.01871668723,3928.218869774
"pi_31",1.00063874249744,4780.01083724043,7013.70841805735
"pi_32",1.00192333665166,3328.86622292109,3445.58071535302
"pi_33",1.00080954760174,4740.48123674418,7045.37012232093
"pi_34",1.00248133183478,2240.23007884145,3888.27608257216
"pi_35",1.00135129404073,2708.33177094778,3550.51329778252
"pi_36",1.00115321403975,4013.79229024731,5594.58028882581
"pi_37",1.00064379739919,4642.63958763252,5318.25773936253
"pi_38",1.00059682976299,7400.75556863179,8882.33287663465
"pi_39",1.00103270536116,1572.30244588142,4043.71679173068
"pi_40",1.00139204574491,1223.727641328,4255.45985914059
"pi_41",1.00209122290485,1684.94523848134,4651.27928262061
"pi_42",1.00095763693951,4680.65976380065,4906.96398800698
"pi_43",1.00004995635598,4931.52215860413,5121.96559995675
"pi_44",1.00175861767483,3394.88040269229,4087.63070947727
"pi_45",1.00098265075453,3179.42598675277,4465.66029047093
"pi_46",1.00138372331207,3742.61308119153,6248.96068281242
"pi_47",1.00527769264506,1637.03900267056,4365.86894550008
"pi_48",1.00180703765846,2043.18796562349,5029.73552141456
"pi_49",1.0005736351348,5887.44565498877,6367.07972487504
"pi_50",1.0010361942801,4920.82265228282,7249.51162251969
"pi_51",1.00029776901033,6052.65626969051,7017.11682527443
"pi_52",1.00132751115692,5063.84466257236,5254.1485185913
"pi_53",1.0014245494349,3298.03557841476,4197.27456347058
"pi_54",1.0003640540584,5417.37253496229,6373.78505560251
"pi_55",1.00015543895732,4945.59190157261,6274.61997297418
"pi_56",1.00061192329081,3659.33262730711,5008.31430919942
"pi_57",1.00135780246411,4368.35779774143,6650.88539573116
"sigma2",1.00026458737742,9718.56940583954,32730.7553551731
