"cov_id","eta_sq","F_stat","p_val"
43,0.924733906267915,32.7631867299882,7.65602977762233e-05
25,0.824781445342662,12.552421699184,0.00215063588255137
23,0.805510109308514,11.0444144449821,0.00323511332259085
13,0.767994654906723,8.82732139466244,0.00643273088268851
18,0.710621298596211,6.54847824113251,0.015121275878626
10,0.67510604629769,5.5411397153199,0.023574245152694
19,0.663227098359036,5.25162679956245,0.0270387227862687
36,0.635004121030014,4.6393518949455,0.0367197226139196
24,0.634221110408769,4.62371214564463,0.037019254852794
2,0.603054260886766,4.05129602673301,0.0504183279477671
14,0.554770330437331,3.32275148977835,0.0774742695287996
33,0.534397895146929,3.06068430290892,0.0914566331686849
15,0.500088734974543,2.66761334106805,0.11880147061936
22,0.48494625918218,2.51078658788584,0.132474794345763
49,0.478363575373406,2.44545077907259,0.138737986864779
47,0.465271892041569,2.32029142844429,0.151782279263435
17,0.451838555413135,2.19808019395296,0.165996605859912
12,0.451486998644072,2.19496224654897,0.166380053782948
45,0.445184392714403,2.13973501282677,0.173354529999266
30,0.426227104005802,1.98093290676043,0.195489805500022
48,0.421701158962083,1.94455935944917,0.201034589385897
44,0.414444355895705,1.88741234105219,0.210136691095211
20,0.405344001728605,1.81771871651016,0.221922229994359
29,0.394639252327506,1.73842017934959,0.236318164448931
8,0.386397649195536,1.67925323271203,0.247796451611737
11,0.374014896186378,1.59328560762999,0.265691470767412
1,0.324717051433568,1.28229527932615,0.344684951979423
53,0.322554606462772,1.26968996385506,0.348431881006183
42,0.311125631517075,1.20438266928023,0.3686223655295
46,0.296050829324567,1.12148562863048,0.396236684072143
31,0.294688582623265,1.11416914708607,0.398786348786256
52,0.263610254016249,0.954604109047676,0.459314490600061
51,0.263462920375167,0.95387972595348,0.459611887530249
28,0.261908448437745,0.946254604444435,0.462755429839748
55,0.25202792228481,0.898528808026,0.482980372832629
9,0.232800243730186,0.809177329468332,0.523493352361571
54,0.208833855219178,0.703885377626656,0.575921664159698
41,0.193561968566792,0.640055688586651,0.610286746668348
34,0.191969808399118,0.633540051331613,0.613906343245191
39,0.180027798526962,0.585476103388386,0.641247808129641
7,0.16794734936572,0.538258724333344,0.669199544232087
38,0.153203579875138,0.48245702267706,0.70359186160276
27,0.151590699212308,0.476470335946157,0.707366081957427
40,0.151558079870108,0.476349494366976,0.707442428609364
3,0.142232203654601,0.442177799199566,0.729285728050629
16,0.116177216219582,0.350529445047498,0.790102536134705
4,0.109155217943616,0.326746687016632,0.806310992019381
32,0.107605123838542,0.321547113915591,0.80987165413557
35,0.0967440594474879,0.28561578943929,0.834598857400719
5,0.0957991234760891,0.282530503898284,0.836729079873707
50,0.0949147382402592,0.279648757232641,0.838719337031741
26,0.0885167595231771,0.258967671131643,0.853009835032897
6,0.0578268558215681,0.163669437842001,0.917855798539883
37,0.0422257195412111,0.11756623775972,0.947256577509137
21,0.0374726549053876,0.103817393092222,0.95552206693518
