"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_1",1.00005472537945,55769.8281822296,121164.64638934
"beta_tilde_2",1.00058151579712,10649.8237220281,23867.074243574
"beta_tilde_3",1.00006681864942,155777.284611603,137020.880361309
"beta_tilde_4",1.00021058507853,126195.003717666,109025.572120432
"beta_tilde_5",1.00002055532307,196819.259779246,175396.987616065
"beta_tilde_6",1.00052179337872,47035.5989839445,6210.94732702672
"beta_tilde_7",1.00008633904989,181938.864209386,116336.885646803
"beta_tilde_8",1.00006398209578,192132.284413372,145401.339220737
"beta_tilde_9",1.00005572706856,192933.744628274,166538.649938602
"beta_tilde_10",1.00008296548569,184099.457489731,132275.057376189
"beta_tilde_11",1.00008489416968,195203.184694318,165213.620657237
"beta_tilde_12",1.00005245287095,163222.218070571,119569.780637902
"beta_tilde_13",1.00011612373242,178962.725171239,145071.247554577
"beta_tilde_14",1.00054157843267,67185.9273650905,40538.8353285057
"beta_tilde_15",1.00012600002729,59543.9302353419,50526.9644352097
"beta_tilde_16",1.0002956075287,72508.0306123058,61202.9117630811
"beta_tilde_17",1.0004368917971,25229.8995000664,34442.1571864631
"beta_tilde_18",1.00012209125733,114650.334035825,95323.6119497762
"beta_tilde_19",1.00015563892628,71988.9516282003,85208.7578550604
"beta_tilde_20",1.00026169986592,134262.083364485,106995.870600336
"beta_tilde_21",1.00045588364459,40009.7362639378,33972.683864499
"beta_tilde_22",1.0001140095732,177391.015379916,143742.949914139
"beta_tilde_23",1.00021005435188,147970.083255808,127450.180552574
"beta_tilde_24",1.00001548652494,185687.410964781,148320.113214349
"beta_tilde_25",1.00019146897569,64265.6643395808,154424.939314624
"beta_tilde_26",1.00002041111638,164832.516295369,127208.620897674
"beta_tilde_27",1.00007136433462,80070.8647366843,151235.135090992
"beta_tilde_28",1.00016924946775,193780.902797931,161691.969840109
"beta_tilde_29",1.00006132088592,185786.924415485,150599.454897745
"beta_tilde_30",1.0007492642288,132573.458412284,33661.0585615006
"beta_tilde_31",1.00014046740546,186470.782857789,147664.204934321
"beta_tilde_32",1.00006693513935,190648.535602539,127146.397341446
"beta_tilde_33",1.00002705599926,193461.103733693,171019.594962483
"beta_tilde_34",1.00001678205775,191581.576169782,158936.981570572
"beta_tilde_35",1.00011844837659,178807.821824492,149978.838948745
"beta_tilde_36",1.00004815499718,174131.88184199,131742.421673939
"beta_tilde_37",1.00023334581339,173933.318017428,114671.790073919
"beta_tilde_38",1.00008687638957,191514.687525454,160687.833635856
"beta_tilde_39",1.00022655282232,158477.859540134,68879.3720912928
"beta_tilde_40",1.00035736526072,72540.4654909071,13885.6914958614
"beta_tilde_41",1.00018298515067,124851.7710686,65172.4554391437
"beta_tilde_42",1.000037893095,193412.18314885,167006.682023314
