"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_1",1.00025574700188,13816.1450858547,37756.3636785706
"beta_tilde_2",1.00133189136773,2258.89801052961,9706.45775598559
"beta_tilde_3",1.00082601689359,5210.49047912523,8686.19535162949
"beta_tilde_4",1.00070674144634,18037.1976627412,30544.2359878545
"beta_tilde_5",1.00020786166379,91879.432967085,80937.391420294
"beta_tilde_6",1.00090227730398,12245.1607294676,5065.79650218232
"beta_tilde_7",1.00030187709895,117224.114666813,86928.6268070615
"beta_tilde_8",1.00105197483264,10790.6899038061,11319.0882684584
"beta_tilde_9",1.00021595611838,112449.749219106,99480.6843436568
"beta_tilde_10",1.00017209519568,58666.1220159342,78784.0180882221
"beta_tilde_11",1.00024049378217,106154.579368963,77416.8743629356
"beta_tilde_12",1.00033931965908,63815.1167485581,58292.4556495405
"beta_tilde_13",1.00011302180008,77201.0749984267,79128.4372981871
"beta_tilde_14",1.00089262705328,17288.6933456423,11094.7581198494
"beta_tilde_15",1.00143092884747,22455.1144516021,22713.9562805014
"beta_tilde_16",1.00036789079757,16524.4252654401,21552.7652183846
"beta_tilde_17",1.0008276582388,7307.89300050267,14481.3102110702
"beta_tilde_18",1.0013277648372,6082.33280211655,12086.1618239038
"beta_tilde_19",1.00047814792785,35173.2154819163,30044.2652954017
"beta_tilde_20",1.00009607220962,38792.1145223684,44563.021445471
"beta_tilde_21",1.00048701451283,8563.32761989874,17894.2088080167
"beta_tilde_22",1.00021480811509,64788.7490382671,50146.7388932859
"beta_tilde_23",1.00096810352135,19650.25131939,15444.4373111555
"beta_tilde_24",1.00069186786024,51878.4803659324,49477.6831826195
"beta_tilde_25",1.00058501596765,53189.0452064432,59460.2802738176
"beta_tilde_26",1.00048504544428,62668.4260017954,61929.8826568606
"beta_tilde_27",1.00032293679634,43751.2001277251,51288.67577945
"beta_tilde_28",1.00160478986995,19718.2706542078,20919.831571335
"beta_tilde_29",1.00074891150799,15017.5904439338,24894.7586687622
"beta_tilde_30",1.00069646433507,42023.0149100828,28439.9559986269
"beta_tilde_31",1.00016286233685,55274.3255910934,82275.8033054787
"beta_tilde_32",1.00029957650846,42402.7238564425,48283.1866164899
"beta_tilde_33",1.00021012279913,22430.4605564334,60701.2168252048
"beta_tilde_34",1.00154065097759,27508.6508121777,21530.663918023
"beta_tilde_35",1.00022280805273,38932.9933942038,43232.800294312
"beta_tilde_36",1.00036371757207,17143.373971676,53496.3738064799
"beta_tilde_37",1.0000643341222,105208.756754291,75711.7492094675
"beta_tilde_38",1.0001285286721,82768.0617978685,83155.1238089425
"beta_tilde_39",1.00086747054891,18108.8274032891,21019.7623092388
"beta_tilde_40",1.00069996014088,13212.5939213945,5432.24781875771
"beta_tilde_41",1.00040547366296,9274.41274045526,4588.67978761275
"beta_tilde_42",1.00023196560907,129402.175571168,82845.2997703173
"beta_tilde_43",1.00018115522187,104601.359976439,80308.5320284046
"beta_tilde_44",1.00035892689352,64526.3955639929,49726.0960894352
"beta_tilde_45",1.00035687359592,72532.1807496679,53848.0172551296
"beta_tilde_46",1.00038165323232,18956.051500447,35038.572853231
"beta_tilde_47",1.00077903402142,15344.6863375237,16636.4220935512
"beta_tilde_48",1.0009796961672,32642.8950273904,32886.4488914471
"beta_tilde_49",1.00018996551638,80058.5833299636,83898.9699392691
"beta_tilde_50",1.00058874635158,52618.5368260421,63777.3841825298
"beta_tilde_51",1.00021044968917,92958.9795212591,87573.0564466759
"beta_tilde_52",1.00032143836857,144563.618842198,106244.8251056
"beta_tilde_53",1.00035773383263,37663.7602404033,48197.8962612589
"beta_tilde_54",1.00012875086527,66239.2847703274,78566.6175892426
"beta_tilde_55",1.00028793639389,58507.5490965131,65298.2042966325
"beta_tilde_56",1.00028079121044,46881.3590841451,51147.2871527486
"beta_tilde_57",1.00035177542816,49650.6734324674,70172.6780667342
"pi_1",0.999999424997716,199251.869853896,197958.291853146
"pi_2",1.00108988982379,1587.14670035055,6033.54305755041
"pi_3",1.00260280410926,1803.50212175742,4933.40200882645
"pi_4",1.00189641104101,2320.80424251022,4102.51251933092
"pi_5",1.0008136007767,4793.51328093514,5182.93820400172
"pi_6",1.00205495862201,852.373555747792,4761.54051894303
"pi_7",1.00098518281315,5249.18955780027,5317.63379601392
"pi_8",1.0021831526041,1560.69306324897,3857.85368049469
"pi_9",1.00079087220351,7908.60415580879,8336.38175206562
"pi_10",1.00037833904854,5574.90444228257,7125.80688361566
"pi_11",1.00058380053258,5425.93344136129,6418.66295920199
"pi_12",1.00147542442077,3822.87714915746,4557.61646281107
"pi_13",1.00041908100727,5886.71696323978,6832.97109475949
"pi_14",1.00280250602613,1279.10896498073,4604.94566995691
"pi_15",1.00597865217876,1508.66765537955,3864.75913370808
"pi_16",1.0012921312646,1623.62166501014,3860.70109649169
"pi_17",1.00256483146814,1271.66086968776,3407.75399886363
"pi_18",1.00631617386135,1257.86789570142,3258.70696654879
"pi_19",1.00148558922753,1949.72796283996,3617.75553281607
"pi_20",1.00063029803534,2658.12614134563,3585.1380870181
"pi_21",1.00075798889357,1718.99545620277,3555.3527227349
"pi_22",1.00078341174887,3049.26572674703,3542.91705422309
"pi_23",1.00409892159031,1339.69285639597,3604.79449449308
"pi_24",1.00178252964218,2957.86839113387,3672.80647179421
"pi_25",1.00151111635793,3458.27634743878,3708.40315436608
"pi_26",1.00155448634527,3939.54685035978,4811.55022889208
"pi_27",1.00102975268433,3538.92351817119,4507.33956274257
"pi_28",1.00502444726387,1519.65203526787,4600.81629634795
"pi_29",1.00266559313165,1844.15624055019,3368.93011742344
