"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_0",1.00017859937749,74924.7553612067,122765.680073135
"beta_tilde_0.5",1.00003502289681,39622.3665397124,74800.1013769767
"beta_tilde_1.1",1.00210436802092,10063.3442606675,3151.40382591072
"beta_tilde_2.1",1.00238133952579,2689.83596227215,8747.07072518211
"beta_tilde_3.1",1.00022013744108,65545.485696524,87581.1462241545
"beta_tilde_3.2",1.00023826260923,32061.4498711756,66648.6355379902
"beta_tilde_4.1",1.00130437278242,3439.5456098374,14459.6465243997
"beta_tilde_5.1",1.00078838873989,23127.6494667847,25205.5705481956
"beta_tilde_6.1",1.00026996648714,180067.115663494,94507.0571780518
"beta_tilde_7.1",1.00001791435968,172259.08548872,132879.600104108
"beta_tilde_7.2",1.00001063066938,43853.384872324,18944.9408548308
"beta_tilde_7.3",1.0000291474658,193366.112637604,180329.075545834
"beta_tilde_8.1",1.00149918707125,8387.70180207151,18545.8489597672
"beta_tilde_8.2",1.00003308484171,78773.0547656409,162590.326317905
"beta_tilde_8.3",1.00051972069962,13232.8337837421,51149.6614975951
"beta_tilde_9.1",1.00003395322631,183654.399065967,160204.819648478
"beta_tilde_9.2",1.00022107135034,41965.5621805523,46457.0477645631
"beta_tilde_10.1",1.0015010646047,35134.7065549314,34740.7286911338
"beta_tilde_11.1",1.00234224744419,5219.90757170476,3987.81453176986
"beta_tilde_12.1",1.0000857043339,92426.1404432729,92194.1396562706
"beta_tilde_12.2",1.00001014421209,198733.842202635,182078.744254291
"beta_tilde_12.3",1.00036386114259,66364.4160881959,16814.1185299464
"beta_tilde_13.1",1.00039147528206,95303.4883447749,55691.0340704911
"beta_tilde_14.1",1.00024237506568,24710.0718050689,12534.5795151822
"beta_tilde_15.1",1.00086620382375,12847.8593147681,12063.9202286764
"beta_tilde_16.1",1.00005514796909,138509.604122492,87309.8953175064
"beta_tilde_17.1",1.00026193642172,26384.9472163386,54430.0286561506
"beta_tilde_18.1",1.00029340173429,22146.9613291228,56046.0590273671
"beta_tilde_18.2",1.00006370005272,138307.021942466,149365.443823067
"beta_tilde_19.1",1.00006080186271,55474.2976644938,111576.45032209
"beta_tilde_19.2",1.00008101350616,164576.672892038,153540.994951239
"beta_tilde_20.1",1.00097106955072,2726.35584612122,7087.61307314872
"beta_tilde_21.1",1.00011227373128,78838.8210467208,102811.887552763
"beta_tilde_21.2",1.00012162746654,64533.60152713,88960.027062334
"beta_tilde_21.3",1.00021208833589,37466.8773194083,42197.3201963001
"beta_tilde_22.1",1.00560111420682,1687.21393345043,764.30765877513
"beta_tilde_23.1",1.00057476847659,38229.0573880943,12600.9800456502
"beta_tilde_24.1",1.00900809674867,1424.98923174561,486.036396626193
"beta_tilde_25.1",1.00006056007161,190395.703720339,154190.859514559
"beta_tilde_26.1",1.00097665332968,76185.9041492634,19460.1863447388
"beta_tilde_27.1",1.00034347699021,102180.437915409,77723.966541634
"beta_tilde_28.1",1.00021316255923,93459.4631122619,47886.3273234654
"beta_tilde_29.1",1.00001426229606,192956.812451054,163133.376528852
"beta_tilde_30.1",1.00029203958806,164878.620762593,100023.126205469
"beta_tilde_31.1",1.00066204381424,48033.2006838341,21277.0194566603
"beta_tilde_32.1",1.00007707795813,192286.799142264,165889.295098966
"beta_tilde_33.1",1.00003320251121,192693.743491922,155746.14143205
"beta_tilde_34.1",1.00205957674362,47008.9063912412,18577.8640621296
"beta_tilde_35.1",1.00057172058089,9387.01253888624,18446.2984621945
"beta_tilde_36.1",1.00082755385659,7879.47936163413,21301.1650525101
"beta_tilde_37.1",1.00129768305173,7112.61997676645,4975.91140015766
"beta_tilde_38.1",1.00001303671617,197543.925452756,189627.127571644
"beta_tilde_38.2",1.00005119545054,177449.411677744,147459.660474795
"beta_tilde_38.3",1.00000635745022,198775.258462145,191181.105091155
"beta_tilde_39.1",1.00022882607752,14446.8103567495,22989.1987024976
"beta_tilde_40.1",1.00010434582642,179185.257906115,150831.308365222
"beta_tilde_41.1",1.00006809355615,174292.816515188,108385.410611217
"beta_tilde_42.1",1.0000647157451,185812.644880655,162825.269950707
"beta_tilde_43.1",1.00020288240311,96608.9225671336,73135.9745296749
"beta_tilde_43.2",1.00019422060408,68593.827897797,54778.6780770459
"beta_tilde_44.1",1.00015463052487,114321.091139885,123344.128119124
"beta_tilde_45.1",1.00008999335961,195661.014776897,186757.901085597
"beta_tilde_45.2",1.00004851119875,191956.689078206,156430.337049828
"beta_tilde_46.1",1.00032389830807,41553.8223781652,28596.8417983818
"beta_tilde_47.1",1.00003400787057,166396.71964697,154574.340007044
"beta_tilde_48.1",1.00017326942011,178843.692645678,126677.585663061
"beta_tilde_49.1",1.00006615982019,166232.729660892,122683.477086685
"beta_tilde_50.1",1.0007265040512,25055.2785078684,37264.4719610877
