"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_0",1.00014059477642,50791.0074052342,99672.6728000643
"beta_tilde_0.5",1.00011388907291,35322.899291159,68761.3509372869
"beta_tilde_1.1",1.00231653687474,2707.414848725,16117.896691849
"beta_tilde_2.1",1.00105644631919,2970.45331371486,7975.53895260884
"beta_tilde_3.1",1.00025902020745,59053.5645417525,72012.4596917625
"beta_tilde_3.2",1.00101805078989,1804.75306224027,7659.54002245899
"beta_tilde_4.1",1.00078817515016,3751.43967531635,13235.3830754551
"beta_tilde_5.1",1.00336635249459,15488.7269094703,6092.54975093007
"beta_tilde_6.1",1.0001134126333,146300.64577491,61844.7233472225
"beta_tilde_7.1",1.00007203047307,174573.412623715,138718.535460691
"beta_tilde_7.2",1.00002881282637,38317.5437446925,18570.280838918
"beta_tilde_7.3",1.00008737109244,197680.561226367,183599.564994928
"beta_tilde_8.1",1.00072653503344,9640.87921043436,31537.2944097287
"beta_tilde_8.2",1.00016294849741,32575.8479795018,66557.9078006108
"beta_tilde_8.3",1.00146552274617,1640.51674101624,6836.39957905457
"beta_tilde_9.1",1.00002727881937,176387.564211686,161231.438574293
"beta_tilde_9.2",1.00012574724508,23235.6708979729,25625.1590428006
"beta_tilde_10.1",1.0003390510261,39121.877159086,48501.3629790554
"beta_tilde_11.1",1.00126224703855,3657.34419135417,3338.92561997076
"beta_tilde_12.1",1.00009448909452,97983.2950479017,85391.5650278321
"beta_tilde_12.2",1.0000012252094,197533.689274042,182315.313601578
"beta_tilde_12.3",1.00038731056289,87210.5819363747,47057.3896433627
"beta_tilde_13.1",1.00072509561986,66236.2358705964,26753.861101937
"beta_tilde_14.1",1.00075883224014,10779.5627205193,7656.96426830331
"beta_tilde_15.1",1.00038642141792,25912.9819133494,11962.0659401047
"beta_tilde_16.1",1.00000032148795,149726.144884057,147742.617258846
"beta_tilde_17.1",1.00226928822046,3386.40179045179,15117.7511615692
"beta_tilde_18.1",1.00030779055714,17706.6148292563,49067.3143085755
"beta_tilde_18.2",1.00007224909631,116871.820893351,139326.431621888
"beta_tilde_19.1",1.00014922453049,37690.6863777857,99204.6911146849
"beta_tilde_19.2",1.00000598856334,169756.818262658,163864.477424396
"beta_tilde_20.1",1.00162085678567,2166.62949698018,5352.84890523888
"beta_tilde_21.1",1.00010325693533,45620.8229685211,99245.4389795042
"beta_tilde_21.2",1.00030383285386,44072.9452149634,78327.9178653366
"beta_tilde_21.3",1.00026125492572,23433.6777899431,35985.9130908192
"beta_tilde_22.1",1.00383893841028,2133.06915605888,831.029152238176
"beta_tilde_23.1",1.00058668694822,30945.9537526603,17705.7306370819
"beta_tilde_24.1",1.00405143627683,1386.82011341739,1250.51878934592
"beta_tilde_25.1",1.00008963684553,183146.152121706,143632.700233221
"beta_tilde_26.1",1.0003263466552,77825.5951369148,23355.0612447294
"beta_tilde_27.1",1.00060334657026,92481.582889471,57791.7344533806
"beta_tilde_28.1",1.00071602717948,65898.4955782108,27168.0814625347
"beta_tilde_29.1",1.00012931268459,192038.829657983,160334.480827035
"beta_tilde_30.1",1.00001398205322,195177.717645763,163405.075080148
"beta_tilde_31.1",1.00048391693912,55319.9379901645,27908.949561512
"beta_tilde_32.1",1.00012565247851,198069.317677922,159020.358084583
"beta_tilde_33.1",1.00003521956432,193493.921628148,156974.162282584
"beta_tilde_34.1",1.00091122927683,37767.1175577444,14893.4769800246
"beta_tilde_35.1",1.00059324241912,8396.12470416842,17170.8933708171
"beta_tilde_36.1",1.0006618778664,5080.66652882943,11294.6488312925
"beta_tilde_37.1",1.00166524998272,2364.45155419916,3723.24179168791
"beta_tilde_38.1",1.00002192734609,199537.425040138,183662.687667368
"beta_tilde_38.2",1.00003548178585,184791.521597079,156053.878875931
"beta_tilde_38.3",1.00000596078735,200465.869889866,191643.157904325
"beta_tilde_39.1",1.00055234547976,14800.8017382996,14608.4637741513
"beta_tilde_40.1",1.00000996097074,198467.703021571,180624.73381572
"beta_tilde_41.1",1.00005128891067,172410.982712278,123933.472428563
"beta_tilde_42.1",1.0000380040046,182734.235215068,163586.955724102
"beta_tilde_43.1",1.00015096223576,104449.174777257,79110.0709904861
"beta_tilde_43.2",1.00017950043119,73563.5021022303,72678.6916955677
"beta_tilde_44.1",1.0001539215012,121862.531661122,109492.07118751
"beta_tilde_45.1",1.00005623196552,198698.379431395,185588.012111809
"beta_tilde_45.2",1.00004363248667,190359.002593192,139289.778206599
"beta_tilde_46.1",1.00032197683318,38263.4312585721,25920.7690815381
"beta_tilde_47.1",1.00002256904217,187233.553344163,167574.121976057
"beta_tilde_48.1",1.00009724102257,186737.557413237,121178.967024333
"beta_tilde_49.1",1.00005742777587,166217.027875834,117718.756871355
"beta_tilde_50.1",1.00072822235898,18743.0524311145,30743.36973104
