"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_0",1.00002414187958,60388.0793877438,108801.435696739
"beta_tilde_0.5",1.00024736189304,37563.4014302514,71456.8643516007
"beta_tilde_1.1",1.0009916386839,3748.67233057233,28621.5559957692
"beta_tilde_2.1",1.00142555791712,2112.68859353064,5469.9624250018
"beta_tilde_3.1",1.00025130116084,63607.5820813168,78301.7415276757
"beta_tilde_3.2",1.00099702719746,4894.90710193961,27929.0989800881
"beta_tilde_4.1",1.00214470055339,3189.30575258761,15014.7934552137
"beta_tilde_5.1",1.00139578799368,12126.1328445737,4510.79835094109
"beta_tilde_6.1",1.00019787988479,147985.170829182,64878.733032638
"beta_tilde_7.1",1.00003253316601,176555.984271243,140576.395106047
"beta_tilde_7.2",1.00002722875355,59352.0034239244,40128.8250062976
"beta_tilde_7.3",1.00002318846828,198193.664949042,183585.216590157
"beta_tilde_8.1",1.00058458652134,8662.90355984248,28073.5580968317
"beta_tilde_8.2",1.00037800112232,35979.0323256453,69361.2985891186
"beta_tilde_8.3",1.00077552012577,3472.24291286072,18304.0646965757
"beta_tilde_9.1",1.00006325032852,185580.955054907,162442.364098264
"beta_tilde_9.2",1.00001913614304,23502.7001320773,26161.7642342511
"beta_tilde_10.1",1.0001478054002,39252.5592127001,46427.1213630385
"beta_tilde_11.1",1.00063580710422,3000.3642370071,2871.24760691986
"beta_tilde_12.1",1.00004207852965,125790.925141478,92508.0933474935
"beta_tilde_12.2",1.000022395907,192188.587400021,185304.277568494
"beta_tilde_12.3",1.00011543675877,106715.122221154,57802.766411888
"beta_tilde_13.1",1.00056739597362,63176.124884714,26511.1499923632
"beta_tilde_14.1",1.00048728233239,16215.8462210881,8556.01325092723
"beta_tilde_15.1",1.00095337838145,17400.7554498345,12825.2262071507
"beta_tilde_16.1",1.0000041842901,150929.730177704,162707.552887809
"beta_tilde_17.1",1.00174910417437,6000.79546464162,30466.715385493
"beta_tilde_18.1",1.00039463948622,19716.6340782564,53854.5134303712
"beta_tilde_18.2",1.00003747084572,132542.796894319,141442.664752175
"beta_tilde_19.1",1.00010864906692,34564.3399538396,100453.76226341
"beta_tilde_19.2",1.00008372786953,169367.753782752,154767.762720571
"beta_tilde_20.1",1.0016378660794,2613.09117357115,6699.27055203935
"beta_tilde_21.1",1.00003199642585,63173.7888537815,93668.0038389433
"beta_tilde_21.2",1.00010770342442,60472.4540501037,88416.4767093632
"beta_tilde_21.3",1.00021231693406,26929.4560620775,40376.2634905112
"beta_tilde_22.1",1.00190511189948,1793.27214530624,872.589856088281
"beta_tilde_23.1",1.00075956471916,28313.2189491693,16204.0047110302
"beta_tilde_24.1",1.002409717912,1805.87752433241,1396.70408051135
"beta_tilde_25.1",1.00005940298668,185597.315309837,149256.062758041
"beta_tilde_26.1",1.0005441083534,86621.3368247827,24711.4930967013
"beta_tilde_27.1",1.00029373164868,91133.7760938398,52984.7640144218
"beta_tilde_28.1",1.00036044389944,59466.0038213769,26166.9316876093
"beta_tilde_29.1",1.00000270298384,193741.227397038,153577.054757368
"beta_tilde_30.1",1.00004902168025,192853.427914669,153991.565423654
"beta_tilde_31.1",1.00032146293505,58875.8000697625,28445.4133980862
"beta_tilde_32.1",1.00002216949192,198314.220418219,160116.787728091
"beta_tilde_33.1",1.00020573465037,188720.797334119,165676.400417926
"beta_tilde_34.1",1.00113908263205,36332.1023080598,12557.4281453801
"beta_tilde_35.1",1.00068657718896,6684.9681971387,15864.8515026949
"beta_tilde_36.1",1.0009969830018,7509.0058502603,18674.6065516739
"beta_tilde_37.1",1.00078840606106,4955.73356285957,4895.60906914509
"beta_tilde_38.1",1.00005559526763,197077.263528099,185677.86270583
"beta_tilde_38.2",1.00009052595478,184435.663349207,156817.217663012
"beta_tilde_38.3",1.00000548212945,198365.479390485,187886.478577464
"beta_tilde_39.1",1.00059911293499,12071.42374719,15799.5742810924
"beta_tilde_40.1",1.00000471094405,200930.568496121,184035.39289921
"beta_tilde_41.1",1.00002960513049,183289.730602604,128430.814632997
"beta_tilde_42.1",0.999997867827458,187151.615900688,159539.67144528
"beta_tilde_43.1",1.00021439275804,93928.8847199715,72763.9539201349
"beta_tilde_43.2",1.00009916153811,71156.0761262897,73631.3390582067
"beta_tilde_44.1",1.00007965672708,88522.6237324796,102356.562446115
"beta_tilde_45.1",1.0000188831718,197498.694369653,185345.445842183
"beta_tilde_45.2",1.00007814598216,194634.325799657,144248.350393154
"beta_tilde_46.1",1.00028693481891,41176.9254873184,28869.7929426838
"beta_tilde_47.1",1.00006436525582,178820.709265864,160353.550890336
"beta_tilde_48.1",1.00026800492538,174804.579600745,94911.4607553703
"beta_tilde_49.1",1.00003802496549,164053.159686878,117950.10536784
"beta_tilde_50.1",1.00028787596884,20718.9996650093,33232.1716585144
