"variable","rhat","ess_bulk","ess_tail"
"pi_0",0.999993567020406,200062.785318823,197669.353368415
"pi_0.5",1.00050715246615,11146.597352537,15020.9604954729
"pi_1.1",1.00776242555746,480.700025801905,2042.87800685409
"pi_2.1",1.00420806551295,1158.09318990322,3313.97162099674
"pi_3.1",1.00129671056898,6207.36171761708,8227.38449157975
"pi_3.2",1.00202865539587,4490.02524651332,6001.91112985036
"pi_4.1",1.00157019028158,1596.63870875954,5257.07303844351
"pi_5.1",1.0035782663358,1123.11265827069,2415.13205506678
"pi_6.1",1.00041905837075,9389.68164458593,39782.4217145957
"pi_7.1",1.00017037746414,19356.5967363653,39284.6152440432
"pi_7.2",1.00042508957862,20840.3475833707,16722.4591141531
"pi_7.3",1.00010678070849,52170.7999874644,59910.0822110625
"pi_8.1",1.00117403742404,3795.41079578273,5909.98699545231
"pi_8.2",1.00097917153141,5284.39923760555,7390.08640735664
"pi_8.3",1.00090110801203,3923.00656687866,6957.16858343289
"pi_9.1",1.00018075353087,30110.179142697,45572.9428633949
"pi_9.2",1.00073122808542,9994.93664217232,37856.7953996239
"pi_10.1",0.999996788453956,200473.688304726,199535.936989679
"pi_11.1",1.00283755927761,1628.43693835237,3839.26763472203
"pi_12.1",1.000385762567,11826.2435817308,43502.8570795677
"pi_12.2",1.00005185877182,56244.4656540176,66607.7724923935
"pi_12.3",1.00093776513472,7175.22076941491,16310.7339202173
"pi_13.1",1.00090218999112,5084.71329949955,7335.82640607254
"pi_14.1",1.00022185950423,8403.89296238254,12990.8241621657
"pi_15.1",1.00135515895288,1260.34943618601,4152.41999280302
"pi_16.1",1.00002582245112,154121.598308588,133254.147974827
"pi_17.1",1.00042696923988,4993.69475692178,10221.7040624876
"pi_18.1",1.00075266774589,6868.42555113182,35794.0949113733
"pi_18.2",1.00045795046362,18130.1173688523,36397.3932925342
"pi_19.1",1.00057588596664,11762.8420837161,34464.9622091399
"pi_19.2",1.000025710036,27623.0395597329,42844.0336345997
"pi_20.1",1.00582127195443,1135.50761032365,2995.74794142435
"pi_21.1",1.00049840766632,10607.0199712017,22864.1532044397
"pi_21.2",1.00057659076842,8077.58517395678,24235.3450289107
"pi_21.3",1.00010149538279,5827.46417821688,26029.5066087545
"pi_22.1",1.00498980002095,463.542470002114,769.341721158068
"pi_23.1",1.00036365821456,1995.2412976264,6448.52898562129
"pi_24.1",1.00497307215717,552.077026885917,1134.03817005301
"pi_25.1",1.00012916936487,20465.3022243181,21576.3459038447
"pi_26.1",1.00214846360018,2591.2200792989,8337.65712439093
"pi_27.1",1.00093350898494,8417.62494607679,21027.1596691289
"pi_28.1",1.0002641647655,4880.97192275972,11834.2643947833
"pi_29.1",1.00010946650311,21188.2297683353,25319.5194103556
"pi_30.1",1.00022629572624,10143.3448425788,41647.723141456
"pi_31.1",1.00117268049668,2351.66977748816,7591.84326648222
"pi_32.1",1.00007136712601,24901.7511162224,25314.3812215972
"pi_33.1",1.00003269892424,24267.0596963055,25260.3773134717
"pi_34.1",1.00181424495614,1924.39519784925,7265.17961557322
"pi_35.1",1.00083702851432,2844.74039779104,11034.8204116347
"pi_36.1",1.00089246573492,2935.98781207625,6246.91080351504
"pi_37.1",1.00113513681019,3320.42834936524,5858.75537958314
"pi_38.1",1.00004194341994,67905.0833296029,72456.330228705
"pi_38.2",1.00015608894087,24019.778349335,40681.8017165175
"pi_38.3",1.00001195302072,90452.5978776525,93670.4902244059
"pi_39.1",1.00310794017097,1797.88933753771,4738.44174743928
"pi_40.1",1.00005930562248,26285.7413441935,42643.271145099
"pi_41.1",1.00011394192313,10561.2879927988,45436.5643838514
"pi_42.1",1.00011669895743,24116.7437140925,22483.3092698691
"pi_43.1",1.0012581526306,4625.82357952345,11378.4090265231
"pi_43.2",1.00051784340315,5522.85984492959,11095.3641123504
"pi_44.1",1.00052024228455,11970.4829237426,16265.3792768291
"pi_45.1",1.00005034189186,48572.9280179559,57038.4307647944
"pi_45.2",1.00009661279204,31256.9649723585,45543.8997279796
"pi_46.1",1.00153356523194,2981.46403993882,8582.71413871487
"pi_47.1",1.00002816607639,28051.017306564,43912.245218873
"pi_48.1",1.00050484396997,14115.720514943,14690.160431217
"pi_49.1",1.00040529289045,12847.4713200596,13959.0655461499
"pi_50.1",1.00072797403808,3142.76078881423,7458.80333631056
