"variable","rhat","ess_bulk","ess_tail"
"beta_tilde_0",1.00010177551779,75171.6798323991,122675.920466321
"beta_tilde_0.5",1.00001882513968,37900.7938498271,62655.6734878197
"beta_tilde_1.1",1.00073039392244,5778.41217297051,28915.640934421
"beta_tilde_2.1",1.00175008221694,1885.9816939706,5684.03203309821
"beta_tilde_3.1",1.00018602757264,71212.4022711366,76293.1371627357
"beta_tilde_3.2",1.00007860781214,33593.9059926221,62630.775262118
"beta_tilde_4.1",1.00224102160704,2744.7123470431,14786.5704610653
"beta_tilde_5.1",1.00076146711816,10920.4931321458,8228.47906174639
"beta_tilde_6.1",1.00010436950072,170371.689518903,104849.91652632
"beta_tilde_7.1",1.00011496480982,169858.747315321,140917.33761028
"beta_tilde_7.2",1.00012708588199,44851.8530895854,18296.9643391114
"beta_tilde_7.3",1.00000712817094,198984.018113821,181317.915629363
"beta_tilde_8.1",1.0004407140795,9500.63060205907,19741.1469710207
"beta_tilde_8.2",1.00019091187931,43744.7392378924,78506.9582595344
"beta_tilde_8.3",1.0005055630098,9462.89128039791,42313.3548045245
"beta_tilde_9.1",1.00003871823232,182033.208144903,163661.371746303
"beta_tilde_9.2",1.00035394582332,27570.0678722246,30361.6559184127
"beta_tilde_10.1",1.00085250841199,33594.891427335,20926.2022203662
"beta_tilde_11.1",1.00120957905199,7275.89782528629,12036.9033235587
"beta_tilde_12.1",1.0000924983089,109502.07759628,91851.0172125629
"beta_tilde_12.2",0.999999636011993,200134.091958568,188453.767068761
"beta_tilde_12.3",1.00013540140833,72747.0892307403,14798.8993404597
"beta_tilde_13.1",1.00124250087197,42922.1866265017,21929.6902925692
"beta_tilde_14.1",1.00015568377198,16876.9122601592,14457.4658265931
"beta_tilde_15.1",1.00060572489342,17337.2676094383,16319.1934162921
"beta_tilde_16.1",1.00000869922281,152133.417138578,174998.852508088
"beta_tilde_17.1",1.00019589753301,28963.8362422616,65647.1564424779
"beta_tilde_18.1",1.00008006026248,23041.265032253,51041.3638490011
"beta_tilde_18.2",1.00006375652841,134755.701108593,142992.270072833
"beta_tilde_19.1",1.00019921157051,51354.5141905134,101787.016426687
"beta_tilde_19.2",1.00002176612961,175394.014221482,165059.134724057
"beta_tilde_20.1",1.00116163900325,2780.05458358597,6814.27327855237
"beta_tilde_21.1",1.00006767659445,72476.6762683566,105020.5272521
"beta_tilde_21.2",1.00009682232729,54126.6291515302,79048.8658525565
"beta_tilde_21.3",1.00025594288653,43822.5127609036,48683.7444618337
"beta_tilde_22.1",1.0016390540924,2258.57851449373,1514.57973524139
"beta_tilde_23.1",1.00097723878689,36224.1839211145,20161.85005177
"beta_tilde_24.1",1.0032086720966,2523.39936129445,778.315939932676
"beta_tilde_25.1",1.00005368548413,183542.523571218,147606.36234708
"beta_tilde_26.1",1.00043394318827,73853.6226752633,18951.1970295508
"beta_tilde_27.1",1.00016345543019,103817.874582075,84957.7530909397
"beta_tilde_28.1",1.00073870469673,67613.9665125365,29775.7838605565
"beta_tilde_29.1",1.00004154929788,191871.592200666,159759.160849864
"beta_tilde_30.1",1.00007561848609,166404.87326206,91290.7326585589
"beta_tilde_31.1",1.00051842080971,56457.544108743,29011.0636660672
"beta_tilde_32.1",1.00005461541371,189340.620753924,156940.266626965
"beta_tilde_33.1",1.0000862669967,191037.317098825,160768.879969347
"beta_tilde_34.1",1.00032192038373,49099.317710313,17990.7317597515
"beta_tilde_35.1",1.00038605533429,8307.95386930257,9622.98681166948
"beta_tilde_36.1",1.00021503615471,7686.20385618096,13757.7363924648
"beta_tilde_37.1",1.0006755506848,8833.80255320412,7557.32815006558
"beta_tilde_38.1",1.0000123996185,200607.618820043,188818.352929349
"beta_tilde_38.2",1.00001143229743,180158.601983072,152484.169277229
"beta_tilde_38.3",0.99999151675418,194623.941970975,188006.320812655
"beta_tilde_39.1",1.00052841976627,9711.70561709273,20220.6910424149
"beta_tilde_40.1",1.00003649843294,195239.707359756,130584.41094676
"beta_tilde_41.1",1.00023909187044,155026.07910063,77387.4743995046
"beta_tilde_42.1",1.00004966894427,191981.320644571,159871.387537115
"beta_tilde_43.1",1.00035854035492,92557.0254981075,72306.3126425495
"beta_tilde_43.2",1.00022193115361,74283.8650781001,66825.2187238459
"beta_tilde_44.1",1.0001043663033,86523.6194570518,107388.257529467
"beta_tilde_45.1",1.00000625927328,196627.995110636,185655.282624153
"beta_tilde_45.2",1.00000798005251,199959.517373937,166661.508597542
"beta_tilde_46.1",1.00050935744791,40051.7007383629,30189.1478646174
"beta_tilde_47.1",1.0000865651254,179580.78994887,163737.400693084
"beta_tilde_48.1",1.00007770236022,189340.576332383,158372.542782962
"beta_tilde_49.1",1.00012901798368,164983.131115718,121484.409552926
"beta_tilde_50.1",1.00045693812376,19282.7933771314,29909.2969503032
