"cancer","cov_id","beta_mean","beta_sd","beta_q025","beta_q500","beta_q975","pip"
"BLCA","13.1",0.00895491181196653,0.0393394561355484,-0.0195250901710072,0.001866886117225,0.147848292735819,0.073825
"BLCA","15.1",-0.0119878778326598,0.0481777866902382,-0.181399297673634,-0.00209508339164999,0.020600736348733,0.104705
"BLCA","17.1",-0.00037692119317001,0.0258225741181051,-0.0311299975266354,-7.59628168044525e-05,0.0269245971619363,0.05982
"BLCA","20.1",-0.207032812934041,0.175241665434698,-0.512180684687866,-0.238345320686121,0.0127797641885087,0.647275
"BLCA","26.1",0.0321530944082664,0.0753437495755744,-0.0178401319507747,0.00447829232416422,0.264542842010436,0.19018
"BLCA","27.1",0.0976038360238478,0.144977625437559,-0.0181931409396212,0.00935062566794339,0.434579814778219,0.38627
"BLCA","42.1",-0.00126272870983732,0.0171660055097765,-0.0221995822599644,-0.000556829375257273,0.0197768654520096,0.0184
"BRCA","0",8.76040076276708,0.0851374372479992,8.59595212562667,8.75960971890064,8.92948435144,1
"BRCA","0.5",-0.343569487533788,0.0787436131630547,-0.498377946415413,-0.343440650855357,-0.189948739762279,1
"BRCA","1.1",0.0727640134407797,0.104340373636997,-0.0161708316229052,0.0104647902344849,0.315756592785181,0.38668
"BRCA","2.1",0.000305298111907922,0.0157624376422719,-0.0205360471560373,9.44124576044137e-05,0.0211861063324329,0.017865
"BRCA","3.1",-0.000621194745785697,0.0179849379988046,-0.0208924814226188,-0.000312269196794263,0.0201166320896781,0.013205
"BRCA","3.2",0.0124596553704653,0.0466700330179675,-0.0174470446208808,0.00283106814220129,0.1895149770114,0.064185
"BRCA","5.1",0.0053070462699897,0.0315248143005168,-0.0197043757615662,0.00134798828997143,0.0868992873016336,0.048505
"BRCA","6.1",0.033961643747424,0.0729302676581481,-0.0183303791113994,0.00513360526855527,0.249516116381004,0.230295
"BRCA","8.1",-0.00168943720446323,0.0194396004917149,-0.0217521656790035,-0.000642205795759021,0.0192896122431725,0.01192
"BRCA","8.2",-0.00809492320449765,0.036787439297338,-0.128322324856975,-0.00242867948155236,0.0174336256937738,0.038125
"BRCA","8.3",0.00471644703904271,0.0245918075124391,-0.0177118820838897,0.00215308925042214,0.0275021391946947,0.022635
"BRCA","10.1",0.00219703912934313,0.0204177230850375,-0.0197056213476214,0.000792723687585399,0.0242015239635688,0.02485
"BRCA","15.1",-0.0085338791004558,0.0358325347213518,-0.133635546631181,-0.00202613038701455,0.0197008226683874,0.083315
"BRCA","22.1",-0.0017474741829306,0.0350283004102917,-0.0886259103799205,-0.000509991980463149,0.0628597814071603,0.119305
"BRCA","30.1",0.0718249064984026,0.105009893075054,-0.0162900839810504,0.0102861544990956,0.320302206810921,0.38129
"BRCA","31.1",-0.00236035874927026,0.0244189504004194,-0.0478386539221785,-0.000688086100524669,0.0222500262790991,0.057475
"BRCA","45.1",-0.00839913088986714,0.0370632883051099,-0.13530389497897,-0.00176236516216522,0.0218567946815997,0.10316
"BRCA","45.2",0.0106386567142144,0.0421803513750313,-0.0209888644246459,0.00208086728726267,0.153692339819873,0.11284
"CESC","0",8.27162032867713,0.170359633260029,7.9432239561436,8.27002487160964,8.61016247880803,1
"CESC","0.5",-0.169804588423683,0.155360090096049,-0.482659574243166,-0.166979802032324,0.0919758339083366,0.87153
"CESC","1.1",0.0166818406600405,0.079194511097248,-0.0802729469583413,0.00129137317463551,0.274457554992517,0.170105
"CESC","2.1",-0.0177919863530817,0.0787103285544816,-0.304339058489863,-0.00162348270734917,0.0196071030530807,0.072775
"CESC","3.1",0.000271104385781568,0.0297522625486316,-0.021702625505607,1.66414383422595e-05,0.0220859199248334,0.02512
"CESC","3.2",-0.00299930737115596,0.0325993964945235,-0.0241202496402545,-0.000567901930943654,0.0200368187279781,0.024155
"CESC","5.1",-0.00823354967508992,0.0516198589379567,-0.16802925665042,-0.000867774874550839,0.0214436074108729,0.062765
"CESC","8.1",0.00364755790664556,0.0338210180293773,-0.0193524943864759,0.000823854085548019,0.0239558183333853,0.019805
"CESC","8.2",-0.00157099797653177,0.0257266090582454,-0.0221565211317845,-0.000337118374327743,0.0201152794459257,0.0168
"CESC","8.3",-0.00107694775680968,0.0229356476722892,-0.0213808176964384,-0.000285657443103351,0.0199279466312497,0.01386
"CESC","10.1",0.00862713727029718,0.0525648186759391,-0.0202499471682604,0.000997690077461492,0.161202080242162,0.050515
"CESC","13.1",-0.0397483355183036,0.121507318263728,-0.449889130980846,-0.00250670480908991,0.0204347378819462,0.14813
"CESC","15.1",0.0129353522208528,0.0757883443646394,-0.0317900013678076,0.00111402490622965,0.258485950568527,0.112385
"CESC","20.1",0.0336957322201565,0.0989517429784158,-0.0251777623308622,0.00285606145903231,0.354486961069857,0.19274
"CESC","26.1",-0.0204242823801327,0.0918646651322024,-0.32424786764104,-0.00153123941580458,0.0480762616966382,0.14512
"CESC","34.1",-0.00884267644734233,0.0680820182936297,-0.220351110270362,-0.000646827389964424,0.0353154369169241,0.095435
"CESC","42.1",0.010737314024475,0.0585903201964608,-0.0195866737758407,0.00121789582546372,0.202889735393574,0.05229
"CESC","44.1",-0.0102399526985466,0.0616030136252082,-0.210606935804997,-0.000987628248619705,0.0227177048706185,0.076505
"CESC","46.1",-0.0180987239511698,0.0889115792755392,-0.316140208075034,-0.0010405697943693,0.0427915587244497,0.129005
"CHOL","0",6.98504632928637,0.293006319381236,6.41684751299882,6.98234773842502,7.56542829643695,1
"CHOL","0.5",-0.25307857643498,0.236933743333466,-0.730937549731054,-0.249374433663317,0.168814480213563,0.904795
"CHOL","1.1",0.0905220748470143,0.20800315586013,-0.0862825166997887,0.0041682769979279,0.695486287240761,0.30351
"CHOL","2.1",-0.00942806632952767,0.0813391704428551,-0.202709257703718,-0.000572646236139408,0.0229897678906474,0.057895
"CHOL","3.1",0.000758381721731085,0.0771603245138523,-0.0246897023466717,0.000135156744328257,0.0268110153879332,0.042945
"CHOL","3.2",-0.00237434270458803,0.0562423474689707,-0.0250874322224393,-0.000202816073200861,0.0224500940293799,0.034825
"CHOL","4.1",-0.00337318529501378,0.0690900773341478,-0.0360978538837644,-0.00016133378229358,0.0235616442168165,0.044625
"CHOL","5.1",-0.102604937296251,0.246018063878387,-0.861110002238321,-0.00338438184436423,0.020929299775714,0.21419
"CHOL","8.1",0.000448148934039526,0.0470206975618254,-0.0216094765139698,6.96571341107357e-05,0.0220118986331398,0.023205
"CHOL","8.2",0.0158914466569493,0.110353883472145,-0.020822312382525,0.000630985020929194,0.284270331366993,0.04642
"CHOL","8.3",0.00154232930848427,0.0764091764496341,-0.0231786350010716,-2.52422475816026e-05,0.0237440292655284,0.03267
"CHOL","10.1",0.0042188214661284,0.0837878869680823,-0.0296639440971158,0.000285274634058993,0.142682567975757,0.06182
"CHOL","11.1",0.0947054073484387,0.243917205188295,-0.343430622315973,0.00644819997919259,0.694768295886238,0.529405
"CHOL","15.1",-0.0418110912007788,0.159578565864073,-0.562432341399619,-0.00175367652272278,0.0830288470215017,0.173795
"CHOL","20.1",0.0363206633198325,0.168034429368306,-0.209929880527709,0.00153916619838324,0.551636836563409,0.2169
"CHOL","22.1",0.128154830062743,0.260678544451222,-0.105120555815022,0.00566752426732215,0.853175206156227,0.361635
"CHOL","23.1",-0.0386622147736363,0.170916737545568,-0.578041843267353,-0.0014841798577823,0.201772151471141,0.210715
"CHOL","24.1",-0.0384674645756971,0.16897780954957,-0.62163514259142,-0.00110969862787321,0.0327575827061075,0.128375
"CHOL","35.1",-0.175622575712756,0.27857245530004,-0.876220033597165,-0.0092992882177174,0.0384342358379072,0.425245
"CHOL","42.1",0.0042715600491996,0.0662003643982084,-0.0235887860375465,0.000271793271222863,0.067678002172593,0.047815
"CHOL","50.1",-0.233892195824786,0.371379104849782,-1.16275547527471,-0.00806591596886505,0.0184925911531004,0.362005
"CORE","0",7.95359805013776,0.102650121704297,7.75516445698674,7.95327664430318,8.15662493589112,1
"CORE","0.5",-0.392112371484958,0.0991437811422492,-0.588220700802441,-0.391774616060394,-0.199094240309091,0.9997
"CORE","1.1",0.00907689956440421,0.0470254405261701,-0.0307301002978638,0.00118232780179832,0.164309291102437,0.127425
"CORE","2.1",0.0132368960176631,0.0507413992927788,-0.0179001661534154,0.00247724511966235,0.203447397248868,0.06989
"CORE","3.1",0.00270908779922772,0.0218252796147908,-0.0191564471031361,0.00102960976864469,0.0243355245106278,0.0216
"CORE","3.2",0.00237563051066372,0.0215718232426193,-0.0193368271840811,0.000834825654878029,0.023580429349875,0.020155
"CORE","4.1",0.000182970986108745,0.0157870916336405,-0.0205626170735528,0.000133401783542299,0.0208552884388001,0.01615
"CORE","5.1",-0.0151232266948645,0.057506344062248,-0.225658802531434,-0.00213921507335153,0.0191120738764037,0.08796
"CORE","8.1",-0.00398023067215313,0.0258102496076116,-0.0250038357728392,-0.00151787847879513,0.0183059396285676,0.01919
"CORE","8.2",0.000461921032725439,0.0135333752719496,-0.0197257440164277,0.000253790305154889,0.0206284697194098,0.008705
"CORE","8.3",7.51790863006423e-05,0.0138343722279024,-0.020117410606144,3.48143265805756e-06,0.0202523770829589,0.00897
"CORE","10.1",-0.000408799654152594,0.0200671674034708,-0.0219828775007409,-8.768454786898e-05,0.0214132041255921,0.02437
"CORE","13.1",-0.00416899467662101,0.0358158151193556,-0.0961342124631154,-0.000740787338316393,0.0229755727626137,0.063355
"CORE","20.1",-0.147634867872737,0.155475232550152,-0.441434419563487,-0.119760502349973,0.0151324264881056,0.53602
"CORE","23.1",-0.0937253821727661,0.142648709084501,-0.42333767730613,-0.00846697884352728,0.0178627679545323,0.3591
"CORE","24.1",0.00141820374749186,0.0233523415008559,-0.0216848389271302,0.000506358379258525,0.0259460092213888,0.03995
"CORE","25.1",0.0045592282616963,0.0305075052432714,-0.0204232007704841,0.00106901063137484,0.0784677569776871,0.05099
"CORE","28.1",0.0164249436608259,0.0598161237179251,-0.0193950771297017,0.00230124755508767,0.231091509416392,0.10191
"CORE","29.1",-0.00202220679524868,0.0268965758937632,-0.0490018566999458,-0.000444646872158872,0.0237941073781076,0.059835
"CORE","42.1",-0.00724934621322822,0.0374004631025717,-0.11764465890921,-0.00168474999075767,0.0185234380676035,0.042595
"CORE","50.1",0.000292719389992152,0.0232293762502209,-0.0238207431776467,0.000126277425897428,0.0247816641506736,0.044145
"DLBC","0",8.25078734038949,0.3981943186189,7.51206684262447,8.23521729909409,9.07761562825384,1
"DLBC","0.5",-0.143443219997169,0.240385952618097,-0.640107990058758,-0.1181854826836,0.316150129690811,0.86314
"DLBC","1.1",0.0343907794101925,0.167136042341437,-0.244879883488244,0.00144993327693571,0.527108688582827,0.24495
"DLBC","2.1",0.00248581724755257,0.0808080028595717,-0.0301369018675394,6.65842760303023e-05,0.0991000321305535,0.057365
"DLBC","3.1",-0.0279123921086509,0.152825579578648,-0.530371618431994,-0.000802994586916216,0.0216067020714275,0.070555
"DLBC","3.2",0.0132152259357834,0.108884338388683,-0.0224222898215793,0.000473158734973837,0.262185599125826,0.05405
"DLBC","4.1",-0.00626081282855,0.084262214363502,-0.116726830690014,-0.000145173258678394,0.0238733910113234,0.05015
"DLBC","5.1",0.0236882637610633,0.133073710426242,-0.033379419114019,0.000971249503291792,0.449604980604868,0.1062
"DLBC","8.1",-0.00755458899549628,0.0789390734221713,-0.0278398352561396,-0.000361828880138963,0.0208312729752684,0.03144
"DLBC","8.2",-0.127636142882365,0.360097026680069,-1.338548277409,-0.0024653007907875,0.0195726207366215,0.151715
"DLBC","8.3",0.00265123298814113,0.0758512573814143,-0.0219582411000398,0.000132703257041076,0.023893905916599,0.030225
"DLBC","10.1",-0.0128789755687404,0.107742996638324,-0.312710795474697,-0.000498352126204353,0.0256725212735257,0.072625
"DLBC","20.1",0.472331349367648,0.496273644594889,-0.0173718054333406,0.398283852976498,1.55931980322389,0.620295
"DLBC","22.1",0.0178738575209869,0.191693535303013,-0.407562908265486,0.000554681934431165,0.538247419578331,0.27541
"DLBC","23.1",0.0205192720337695,0.144625298097123,-0.242899150177238,0.000872190327684954,0.46210108694174,0.19232
"DLBC","36.1",-0.0662361182041414,0.308451998193669,-1.0941765358709,-0.000996627149420743,0.159139423367508,0.142085
"DLBC","39.1",0.0501215716549133,0.208527988394102,-0.313821436927606,0.00198452165982405,0.654740216166804,0.30013
"ESCA","0",6.97932837865128,0.15897984147049,6.67016677979255,6.97797602743353,7.29434586410446,1
"ESCA","0.5",-0.362269481298808,0.157964591370193,-0.669696666601008,-0.364706535740859,-0.0144574069562126,0.98225
"ESCA","1.1",0.00793206749306278,0.0606220036612209,-0.0841002140946224,0.000667094272567973,0.194695201727131,0.142935
"ESCA","2.1",0.00661351453284374,0.0459657928958539,-0.0203324728769749,0.000787709977516621,0.115903991290743,0.04454
"ESCA","3.1",-0.0310477256302644,0.106751433710157,-0.420876417339041,-0.00226248908062423,0.0186621385807847,0.09757
"ESCA","3.2",0.00132459612827573,0.034260568396383,-0.0215190125348865,0.000147233572712142,0.0228391346265295,0.026095
"ESCA","4.1",-0.0782013200777608,0.173422008272431,-0.591069203698579,-0.0044068146681512,0.0174967413415659,0.198985
"ESCA","5.1",-0.00193838696595081,0.0357144364842668,-0.0328202171062259,-0.000183512288423798,0.0233762098188411,0.048115
"ESCA","8.1",0.00944643072178033,0.0789271515241153,-0.0198121458269236,0.000551474479614104,0.0280656110677614,0.02775
"ESCA","8.2",0.00273227935270142,0.0292881752715101,-0.0196491197561723,0.00058676729399083,0.0231629991829737,0.018575
"ESCA","8.3",-0.00949997799599627,0.0541635540970249,-0.156597882704001,-0.00135120393019598,0.0187656413670463,0.036475
"ESCA","10.1",-0.0160836763259444,0.0713423673573146,-0.276342416648465,-0.00149252567823836,0.0196207706682655,0.072285
"ESCA","13.1",0.00655464267929777,0.0736171125231108,-0.0581722741757689,0.000563662132349632,0.202220799629496,0.0908
"ESCA","15.1",0.00704453462786401,0.0665500727137684,-0.0575302193344173,0.00062096830362473,0.19309539120031,0.100995
"ESCA","20.1",-0.0271291422274291,0.106930442782837,-0.365145397323742,-0.0018811579960558,0.0725665738783612,0.18312
"ESCA","23.1",-0.00463244519225827,0.0832289738512736,-0.225528422142827,-0.000460239877309006,0.159716990501033,0.14753
"ESCA","24.1",-0.0342900606906554,0.102893953282865,-0.386266069318104,-0.00259832776212345,0.0196539275128934,0.14058
"ESCA","25.1",-0.0181194525427931,0.0838541476035016,-0.309947808847424,-0.0014338415248494,0.0220032290126605,0.09517
"ESCA","26.1",-0.00997071483074462,0.069934994843798,-0.221849006523844,-0.00086849654439665,0.0569928059059722,0.11705
"ESCA","28.1",-0.00652164303978164,0.0600101556938373,-0.175364583015464,-0.000546183816008994,0.0417131926658696,0.089635
"ESCA","42.1",-0.0232032072879572,0.107237260485084,-0.356803130891986,-0.00165474587498255,0.0191485165979752,0.071475
"ESCA","44.1",0.00715393621820685,0.065885325967595,-0.0273710780025138,0.000571372089462815,0.188493668756389,0.07925
"HNSC","0",7.01747212638301,0.10604927220444,6.81086312893014,7.01745670952105,7.22619971433673,1
"HNSC","0.5",-0.31128924959393,0.105077052983465,-0.515075759223456,-0.312015450135304,-0.102460781562365,0.994705
"HNSC","1.1",0.041900536188247,0.0914446577426453,-0.0196633741305259,0.00477696375164866,0.310033763423267,0.246245
"HNSC","2.1",0.00904586985187187,0.0592374193512172,-0.0210261464716555,0.000512172318378029,0.185310420383914,0.05052
"HNSC","3.1",-0.00122193352492988,0.0188028038175792,-0.0219980263918558,-0.00047833847864966,0.0199120142088357,0.01701
"HNSC","3.2",0.000364708595651136,0.0174906129641917,-0.0205024685254842,0.000171631398643921,0.0209893322120809,0.015085
"HNSC","4.1",0.00357143418074246,0.0254598808314848,-0.0190501057134103,0.00118423525106113,0.0269336157983891,0.02696
"HNSC","5.1",-0.0021602848713768,0.0259444326959192,-0.0281128833853962,-0.000429076407201516,0.0213146649868758,0.039085
"HNSC","8.1",0.0028357255024594,0.0229934213603161,-0.0188449572178462,0.00107347697686107,0.0233566184053005,0.01656
"HNSC","8.2",-0.000100147990722743,0.0149955963019063,-0.0202612804893017,-6.55303849421104e-05,0.0202929524329404,0.010895
"HNSC","8.3",-0.00110105060782106,0.0160889540640202,-0.0212338080397343,-0.000534279405833386,0.0193477511123529,0.01012
"HNSC","10.1",0.00201907304604068,0.024432331759181,-0.0204794559454726,0.000600558750955899,0.0241855570712077,0.027455
"HNSC","13.1",0.000615126955942417,0.0389869317366643,-0.0278258014549604,0.000344876955121455,0.0542621571586166,0.061945
"HNSC","15.1",-0.00470020752896587,0.0574382361414716,-0.13060261663884,-0.00010994218301155,0.0539713643623311,0.085645
"HNSC","20.1",-0.0595169478552304,0.119489332106584,-0.395822640983526,-0.00532842348587724,0.0191023563421336,0.26579
"HNSC","24.1",-0.00139277642981974,0.026524104630598,-0.0280938797742742,-0.000253012628069885,0.0227520103233817,0.044565
"HNSC","26.1",-0.01929350796706,0.0663901728785835,-0.243501715962001,-0.00240829718399541,0.0206256399315013,0.13074
"HNSC","31.1",-0.0648737301915048,0.12184009632239,-0.39622457749792,-0.00648910137501743,0.0169307534046438,0.270065
"HNSC","34.1",-0.324315234929375,0.176212921363432,-0.596649172687645,-0.361173088330633,0.0077464569768294,0.833055
"HNSC","36.1",0.00669785170524887,0.0383759571703927,-0.0200483570838316,0.00126101730322619,0.122232743119001,0.054285
"HNSC","42.1",0.00184792023108483,0.021268462774145,-0.0199812416795229,0.000634137491845606,0.023471196658482,0.022935
"HNSC","44.1",-0.000354412944614831,0.0304630228345432,-0.026747521956827,6.82403014321829e-05,0.0262184117994536,0.051445
"HNSC","48.1",0.00240860415372978,0.0304237006705376,-0.0225603018035583,0.000482083215870361,0.0469637124576083,0.05164
"KICH","0",9.51503869422134,0.336979251110516,8.89125682279019,9.50114158120754,10.2158530311707,1
"KICH","0.5",-0.348358935886391,0.249710629886874,-0.840851965844557,-0.350516087661037,0.0923576871496073,0.93938
"KICH","1.1",0.11799499601592,0.227588171241651,-0.0423853067455075,0.00598599839296839,0.747540600441793,0.345045
"KICH","2.1",0.0934189865885319,0.241810719538525,-0.0193704937119377,0.00298669598157591,0.872631755660342,0.17251
"KICH","4.1",-0.00459929458508802,0.0646238517292263,-0.0639465921720481,-0.000263080233654883,0.022924279980082,0.04513
"KICH","5.1",-0.00427580864580902,0.0812111329888937,-0.191154418366504,-0.000151188249483355,0.0841605217965014,0.081535
"KICH","8.1",-0.05130638727829,0.19992055740531,-0.768043465094181,-0.00155955741062755,0.0193862526978009,0.087205
"KICH","8.2",-0.00671378127933002,0.0650175693433132,-0.0299840255094903,-0.000427048815995672,0.0207832002162646,0.033115
"KICH","8.3",-0.0168781069008725,0.108345098752116,-0.296601517793218,-0.00078597821548645,0.0200469707115268,0.045095
"KICH","10.1",-0.0079524893095747,0.077648743333266,-0.191466325002299,-0.000420046239087992,0.0242750949891455,0.061925
"KICH","14.1",0.0880515069133147,0.230519545971103,-0.301727997067886,0.0051175280545516,0.688179730866076,0.43501
"KICH","20.1",-0.0608293421009526,0.17438564591222,-0.603524236302947,-0.00280816752292563,0.0932778953377559,0.23933
"KICH","22.1",0.568093916179327,0.345427670648788,-0.0101014773431851,0.61351886038571,1.17369040036079,0.834545
"KICH","24.1",-0.112199127404093,0.243139634795174,-0.824620838989853,-0.00403097396757289,0.0204009425084187,0.23975
"KICH","50.1",-0.0111077424143689,0.114422482144915,-0.342143203876488,-0.000343223400124743,0.146997256959508,0.11278
"KIRC","0",7.97413473936038,0.0906695664407555,7.79813638781912,7.97337825672653,8.15404366616612,1
"KIRC","0.5",-0.452852574324537,0.0864030718844871,-0.622431979296949,-0.452783425016579,-0.283682106881714,1
"KIRC","1.1",0.00402430680822912,0.0514541228473208,-0.0994597594892804,0.000637214884476546,0.151035329117473,0.1418
"KIRC","2.1",0.00155718089313595,0.0182135312189556,-0.0198518004830237,0.000625859558522004,0.0231487868638118,0.02229
"KIRC","4.1",0.00486056919062486,0.0259094309238511,-0.0182358285868425,0.00186821465357295,0.0325642881739353,0.029255
"KIRC","5.1",-0.00533373216343239,0.0282403504514295,-0.0845633653151904,-0.00157714218338049,0.0189733687942044,0.04699
"KIRC","8.1",0.000535884187854951,0.0137241421506661,-0.0197952383391008,0.000345429046810843,0.0207652657229846,0.009245
"KIRC","8.2",0.00203113060425397,0.016692590875421,-0.0187105439867336,0.00110910406941822,0.0223678979169119,0.01287
"KIRC","8.3",-0.00118000529528377,0.0136906365475809,-0.0212378888213829,-0.000750377644382718,0.0190237952670489,0.00881
"KIRC","10.1",-0.000395982250219128,0.0153399893145194,-0.0212257427348483,-0.000191131960597459,0.0203506557750694,0.01812
"KIRC","11.1",0.36587683244734,0.17657581427718,-0.00330150803573962,0.373071147167647,0.691309339811055,0.919905
"KIRC","14.1",-0.292008266697105,0.164710178814478,-0.591004419581611,-0.308556625436732,0.00702077293226973,0.856935
"KIRC","22.1",0.126737150317627,0.145275740469201,-0.0143705987685574,0.066569009903151,0.456848681783061,0.525345
"KIRC","24.1",-0.0225606854218977,0.0746768018151115,-0.290055838038846,-0.00218608986944102,0.0194607036080064,0.113045
"KIRC","31.1",0.118935509137657,0.138994276553539,-0.0136691031571125,0.018338733829502,0.40142552901159,0.46965
"KIRP","0",8.77881368056615,0.191263239103884,8.41388420535495,8.77497393277569,9.16436374899565,1
"KIRP","0.5",-0.201432746143795,0.161624472326624,-0.522942833612393,-0.201753772136001,0.0694107905773248,0.895905
"KIRP","1.1",0.0677552843965596,0.163393286635513,-0.0764206949660204,0.00340844670707518,0.542273672849329,0.27157
"KIRP","2.1",0.00297688338667575,0.0336584738469617,-0.021020328301953,0.000417214401568279,0.0271168897153407,0.034
"KIRP","4.1",0.00387006966412734,0.035589887954007,-0.0203182246971566,0.000673432903615807,0.0282468732959584,0.03237
"KIRP","5.1",-0.0421532608167053,0.121859604422697,-0.455853584261491,-0.00268714718449561,0.0193833962137626,0.145935
"KIRP","8.1",-0.00785344965019212,0.0591669749121217,-0.0429511608870887,-0.000727060467985054,0.0198539259281084,0.031755
"KIRP","8.2",-0.00232571777904657,0.0286920119055497,-0.022518890981124,-0.000491271949082966,0.0197413567074766,0.017185
"KIRP","8.3",-0.00327913328453662,0.0328898155863523,-0.0239998903110852,-0.000647022082160197,0.0197715944460345,0.02146
"KIRP","10.1",0.0218644348608919,0.0827956658312019,-0.0188417924087836,0.00204487507682422,0.330358282938932,0.08639
"KIRP","11.1",0.344061139621827,0.300655907804156,-0.0170662450830529,0.328811778367894,0.95877270097176,0.74662
"KIRP","14.1",-0.0335548718490714,0.122024391464326,-0.374228120543769,-0.00271668846707212,0.181884844314741,0.340995
"KIRP","20.1",-0.0118796854335724,0.0730537055174412,-0.245146954258054,-0.00100356685486901,0.0844152188541661,0.146965
"KIRP","22.1",0.796629038513352,0.440209867359607,-0.00983781900482404,0.894391797144925,1.46316864213926,0.84881
"KIRP","24.1",-0.635661885202231,0.376229852041941,-1.23200101602821,-0.715585624384139,0.0105312354779074,0.807425
"LGG","0",8.29440423628412,0.117463110216676,8.06876988794502,8.29349672381605,8.52819066552797,1
"LGG","0.5",-0.421585883938094,0.113614961028282,-0.642051069593385,-0.422139289247421,-0.197849024141242,0.999045
"LGG","1.1",0.0263128070285994,0.0814243531425654,-0.0308468510469538,0.00240980649768609,0.290856238483596,0.19174
"LGG","2.1",0.00345029718114265,0.028047131968651,-0.0197661271136054,0.000814377192604207,0.0276414341705887,0.0307
"LGG","4.1",0.000795064305721552,0.0172478839414809,-0.0202051373988624,0.000399253425077557,0.0216306276459473,0.016885
"LGG","5.1",0.00111483627029659,0.0229069651439272,-0.0216976938963339,0.000442293193204536,0.0244234870327373,0.03608
"LGG","7.1",-0.0229487855104869,0.0715849464437252,-0.261553126473847,-0.0026530413556176,0.021829926029965,0.161815
"LGG","7.2",-0.463072713944254,0.204335097818534,-0.772021904231227,-0.504296533625551,0.00402840719789945,0.915445
"LGG","7.3",-0.0292350484161752,0.0788714455875452,-0.284431725072506,-0.00331103179219034,0.0212641645002409,0.188565
"LGG","12.1",-0.125803031472706,0.174769599395042,-0.539937219768749,-0.012495129619156,0.0175112635674059,0.44038
"LGG","12.2",-0.00739163112990654,0.0454732773681585,-0.153000885741765,-0.00110827477773843,0.0290402965666452,0.110015
