"cov_id","eta_sq","F_stat","p_val","rank"
43,0.924733906267915,32.7631867299882,7.65602977762233e-05,1
25,0.824781445342662,12.552421699184,0.00215063588255137,2
23,0.805510109308514,11.0444144449821,0.00323511332259085,3
