"b","marginal_4cov_minus_3cov"
875,2.21383714489775
876,-0.414171948984404
877,1.11623640530991
878,0.673732153047467
879,0.492814728248504
880,-0.719699259991216
881,0.960789068277222
882,1.19884433629727
883,1.89589827048565
884,2.60478439969074
885,2.6378805738716
886,3.71621121308112
887,0.383770555928891
888,1.70393474533842
889,2.74201930106756
890,0.528138586262344
891,2.56438701817092
892,1.12495883393467
893,-3.94348303887955
894,1.46174341014694
895,-0.638386551177064
896,0.68538982493601
897,0.465921529874436
898,4.01417446784967
899,4.12403542353923
900,1.7198942274631
901,1.88753977528813
902,2.30996588679238
903,-0.300166768328154
904,0.604570616063711
905,0.000940257512183962
906,2.41994803379953
907,3.77415081194169
908,4.13187224095941
909,-0.226667941664232
910,1.99705170460743
911,-0.535136232009108
912,0.179202804928309
913,-1.73879203999297
914,-0.979129825498262
915,3.24173969415642
916,2.80575705300407
917,4.01148113053966
918,-0.303863972644649
919,1.54704615626179
920,2.03797364246975
921,1.31450230159135
922,1.62846381602776
923,0.212293291499464
924,5.07119599497355
925,-0.0898064552900451
926,1.70333097851926
927,1.78675467814173
928,1.01049785363284
929,1.89504952845664
930,1.84219163529497
931,0.162815390888227
932,4.18144894268562
933,0.315960265382841
934,-1.95414630526727
935,3.52863603530432
936,0.953792118824367
937,6.08389704969989
938,2.58639768525347
939,2.44755039446227
940,0.885485747248367
941,1.78610819784353
942,4.45076737833676
943,4.0677772844665
944,-0.168427140282233
945,0.760366705862452
946,0.315131335207639
947,2.54594332768102
948,0.382230142673052
949,0.764704599572724
950,-0.762243664995594
951,-1.8792939013922
952,2.07665061877833
953,1.51032934800992
954,0.0367999391431795
955,-0.802335746210815
956,0.469808271474335
957,1.32053481594335
958,2.63831793014492
959,1.96058713178127
960,2.30485501685826
961,-1.15490850752121
962,1.47998927183517
963,0.565845815016928
964,2.92423382266838
965,0.203123543693664
966,0.583071960858319
967,-0.125115536575663
968,0.433930080042046
969,2.22924388574802
970,3.40412860817082
971,2.98739620464039
972,-1.2471974834026
973,3.40833276322269
974,0.106516533523063
975,2.95407633049615
976,3.48638287293534
977,4.37680821540926
978,2.53652673053057
979,1.65680482193807
980,2.94709380940458
981,1.18685214469701
982,0.966915489878147
983,1.93617571809659
984,2.29238397994527
985,-0.125483268326093
986,0.10129962341739
987,-0.716462115493641
988,1.6556357039849
989,0.251801474499871
990,-1.68006438383873
991,-0.644661026994299
992,3.92796000561293
993,-0.551582204793249
994,3.23045656642307
995,1.2651025973089
996,3.16140050327226
997,0.275982747102375
998,3.17614356256217
999,2.53920561427549
1000,1.20232080700737
