block,hierarchy,granularity,n_cancers_with_block,n_cancers_in_test,block_presence_eta,avg_pip_screening_eta,n_covs_in_block
39,sex_composition,4_4bin,8,29,0.08982683982683981,0.0632911782283033,1
39,tissue_origin,1a_5bin,8,29,0.3913870851370852,0.4823555792164636,1
39,tissue_origin,1b_11bin,8,29,0.5252976190476192,0.6116814759053291,1
40,epithelial_class,2a_3bin,1,27,0.16923076923076924,,0
40,epithelial_class,2b_6bin,1,27,0.10989010989010987,,0
40,epithelial_class,2c_10bin,1,27,0.1692307692307693,,0
40,germ_layer,3a_3bin,1,22,0.3015873015873015,,0
40,germ_layer,3b_mid,1,22,0.4761904761904759,,0
40,hoadley,5a_4plus_unassigned,1,24,0.03678929765886287,,0
40,hoadley,5c_iclusters,1,16,1.0,,0
40,sex_composition,4_4bin,1,29,0.011363636363636359,,0
40,tissue_origin,1a_5bin,1,29,0.1714285714285714,,0
40,tissue_origin,1b_11bin,1,29,0.9999999999999999,,0
41,epithelial_class,2a_3bin,1,27,0.01098901098901099,,0
41,epithelial_class,2b_6bin,1,27,0.04807692307692307,,0
41,epithelial_class,2c_10bin,1,27,0.09134615384615385,,0
41,germ_layer,3a_3bin,1,22,0.06878306878306874,,0
41,germ_layer,3b_mid,1,22,0.0833333333333333,,0
41,hoadley,5a_4plus_unassigned,1,24,0.03678929765886287,,0
41,hoadley,5c_iclusters,1,16,1.0,,0
41,sex_composition,4_4bin,1,29,0.011363636363636359,,0
41,tissue_origin,1a_5bin,1,29,0.3095238095238093,,0
41,tissue_origin,1b_11bin,1,29,0.30952380952380926,,0
42,epithelial_class,2a_3bin,10,27,0.1680672268907563,,0
42,epithelial_class,2b_6bin,10,27,0.5367647058823528,0.1702585144516046,1
42,epithelial_class,2c_10bin,10,27,0.6823529411764705,0.2690324630566584,1
42,germ_layer,3a_3bin,10,22,0.674074074074074,,0
42,germ_layer,3b_mid,10,22,0.6857142857142857,0.0199664897594327,1
42,hoadley,5a_4plus_unassigned,10,24,0.8138332255979314,0.5014556303477173,1
42,hoadley,5c_iclusters,10,16,1.0,,0
42,sex_composition,4_4bin,10,29,0.0738038277511962,0.1169073024260717,1
42,tissue_origin,1a_5bin,10,29,0.3991866028708135,0.3153447999172663,1
42,tissue_origin,1b_11bin,10,29,0.4785087719298247,0.5402428911680409,1
43,epithelial_class,2a_3bin,3,27,0.035714285714285705,,0
43,epithelial_class,2b_6bin,3,27,0.15625,,0
43,epithelial_class,2c_10bin,3,27,0.29687500000000006,,0
43,germ_layer,3a_3bin,3,22,0.14444444444444446,,0
43,germ_layer,3b_mid,3,22,0.17500000000000007,,0
43,hoadley,5a_4plus_unassigned,3,24,0.0695970695970696,0.5160720134703449,2
43,hoadley,5c_iclusters,3,16,1.0,,0
43,sex_composition,4_4bin,3,29,0.13811188811188815,0.4142603865464424,2
43,tissue_origin,1a_5bin,3,29,0.07332944832944835,1.0,2
43,tissue_origin,1b_11bin,3,29,0.22542735042735046,1.0,2
44,epithelial_class,2a_3bin,5,27,0.0649350649350649,,0
44,epithelial_class,2b_6bin,5,27,0.7896103896103894,0.9148590933234002,1
44,epithelial_class,2c_10bin,5,27,0.8036363636363634,0.9148590933234002,1
44,germ_layer,3a_3bin,5,22,0.14444444444444446,,0
44,germ_layer,3b_mid,5,22,0.17500000000000007,,0
44,hoadley,5a_4plus_unassigned,5,24,1.0,,0
44,hoadley,5c_iclusters,5,16,,,0
44,sex_composition,4_4bin,5,29,0.027840909090909097,0.0093367285225183,1
44,tissue_origin,1a_5bin,5,29,0.04321969696969697,1.0,1
44,tissue_origin,1b_11bin,5,29,0.15416666666666665,1.0,1
45,epithelial_class,2a_3bin,1,27,0.01098901098901099,,0
45,epithelial_class,2b_6bin,1,27,0.04807692307692307,,0
45,epithelial_class,2c_10bin,1,27,0.09134615384615385,,0
45,germ_layer,3a_3bin,1,22,,,0
45,germ_layer,3b_mid,1,22,,,0
45,hoadley,5a_4plus_unassigned,1,24,0.30434782608695626,,0
45,hoadley,5c_iclusters,1,16,1.0,,0
45,sex_composition,4_4bin,1,29,1.0,,0
45,tissue_origin,1a_5bin,1,29,0.05844155844155841,,0
45,tissue_origin,1b_11bin,1,29,0.9999999999999999,,0
46,epithelial_class,2a_3bin,6,27,0.010559006211180125,0.0993477038346693,1
46,epithelial_class,2b_6bin,6,27,0.14402173913043476,0.0998439006542983,1
46,epithelial_class,2c_10bin,6,27,0.779891304347826,0.0998439006542983,1
46,germ_layer,3a_3bin,6,22,0.35294117647058826,,0
46,germ_layer,3b_mid,6,22,0.7929411764705883,0.3362804696582548,1
46,hoadley,5a_4plus_unassigned,6,24,0.24858299595141697,0.1255367229082785,1
46,hoadley,5c_iclusters,6,16,1.0,1.0,1
46,sex_composition,4_4bin,6,29,0.6179183135704875,0.3111036530849029,1
46,tissue_origin,1a_5bin,6,29,0.1568730786122091,0.952065418344842,1
46,tissue_origin,1b_11bin,6,29,0.7198067632850244,0.952065418344842,1
47,epithelial_class,2a_3bin,1,27,0.01098901098901099,,0
47,epithelial_class,2b_6bin,1,27,0.04807692307692307,,0
47,epithelial_class,2c_10bin,1,27,0.09134615384615385,,0
47,germ_layer,3a_3bin,1,22,0.06878306878306874,,0
47,germ_layer,3b_mid,1,22,0.0833333333333333,,0
47,hoadley,5a_4plus_unassigned,1,24,0.03678929765886287,,0
47,hoadley,5c_iclusters,1,16,1.0,,0
47,sex_composition,4_4bin,1,29,0.011363636363636359,,0
47,tissue_origin,1a_5bin,1,29,0.22321428571428562,,0
47,tissue_origin,1b_11bin,1,29,0.22321428571428567,,0
48,epithelial_class,2a_3bin,4,27,0.19285714285714287,0.5751752966671588,1
48,epithelial_class,2b_6bin,4,27,0.20982142857142855,1.0,1
48,epithelial_class,2c_10bin,4,27,0.41874999999999996,1.0,1
48,germ_layer,3a_3bin,4,22,0.12514619883040934,0.082725547398642,1
48,germ_layer,3b_mid,4,22,0.5497076023391813,1.0,1
48,hoadley,5a_4plus_unassigned,4,24,0.15769230769230766,0.5654957265333153,1
48,hoadley,5c_iclusters,4,16,1.0,,0
48,sex_composition,4_4bin,4,29,0.031136363636363636,0.4580016186992542,1
48,tissue_origin,1a_5bin,4,29,0.3883636363636364,0.4580016186992542,1
48,tissue_origin,1b_11bin,4,29,0.5891666666666667,0.9406527417665078,1
49,epithelial_class,2a_3bin,5,27,0.021428571428571432,0.0294512200907252,1
49,epithelial_class,2b_6bin,5,27,0.18749999999999997,0.0294512200907252,1
49,epithelial_class,2c_10bin,5,27,1.0,0.0294512200907252,1
49,germ_layer,3a_3bin,5,22,0.35294117647058826,,0
49,germ_layer,3b_mid,5,22,0.7929411764705883,0.3692619310460412,1
49,hoadley,5a_4plus_unassigned,5,24,0.24858299595141697,0.2751837875586905,1
49,hoadley,5c_iclusters,5,16,1.0,1.0,1
49,sex_composition,4_4bin,5,29,0.3793560606060607,0.06885366160768,1
49,tissue_origin,1a_5bin,5,29,0.11828282828282827,0.0924928859471338,1
49,tissue_origin,1b_11bin,5,29,0.4965277777777777,0.0924928859471338,1
50,epithelial_class,2a_3bin,7,27,0.012244897959183668,0.092474196878662,1
50,epithelial_class,2b_6bin,7,27,0.24489795918367344,0.1028758337838391,1
50,epithelial_class,2c_10bin,7,27,0.5357142857142856,0.984881563532307,1
50,germ_layer,3a_3bin,7,22,0.022222222222222213,0.1355762266086967,1
50,germ_layer,3b_mid,7,22,0.32013888888888886,0.4285301104259165,1
50,hoadley,5a_4plus_unassigned,7,24,0.1623931623931624,0.1940884671633191,1
50,hoadley,5c_iclusters,7,16,0.8333333333333334,1.0,1
50,sex_composition,4_4bin,7,29,0.08412042502951596,0.0187423905625164,1
50,tissue_origin,1a_5bin,7,29,0.13319559228650138,0.1539720540562758,1
50,tissue_origin,1b_11bin,7,29,0.3722943722943724,0.4392408222910322,1
