cov_id,hierarchy,granularity,n,PIP_log_n_pearson_r,p_PIP_log_n,eta_orig,eta_after_log_n_partialing,delta_eta
8.2,epithelial_class,2a_3bin,26,-0.6132338034044974,0.0008648822926157476,0.8138544909696919,0.6644156262929106,-0.14943886467678125
8.2,germ_layer,3b_mid,21,-0.600170253833676,0.004022773953255007,0.8839597739191153,0.8291581778057732,-0.05480159611334212
10.1,epithelial_class,2c_10bin,25,-0.20854075807446484,0.3171285807444258,0.899656566100967,0.9434859369083921,0.043829370807425105
1.1,epithelial_class,2c_10bin,27,-0.02793315531035477,0.8900005413644326,0.6432297062725163,0.6365063545383636,-0.006723351734152727
20.1,germ_layer,3b_mid,16,-0.26166066704053176,0.32760973881585453,0.8134336371998991,0.8354426978777225,0.022009060677823378
22.1,tissue_origin,1b_11bin,12,-0.029651273223176514,0.9271155421673352,0.8449217724310111,0.8519408326444456,0.007019060213434569
3.2,sex_composition,4_4bin,19,-0.05672290061300826,0.8175875520644157,0.6314330207062208,0.6519717921715068,0.020538771465286043
3.1,hoadley,5a_4plus_unassigned,16,-0.6893800175196189,0.003133176792827808,0.5786080847291499,0.6367974026034688,0.05818931787431891
