spec,n_seeds,mean_paired_delta,sd_paired_delta,min_paired_delta,max_paired_delta
PRIMARY,3,-0.8448461492856344,1.220185547193043,-1.7828787565231323,0.5346227288246155
SECONDARY,3,-0.30612876017888385,0.9294641216100828,-0.9138309955596924,0.7638339996337891
NULL,3,-0.6318801591793696,1.9334977945293501,-2.8426640033721924,0.7432149648666382
