seed,delta_xen_vs_reconverged,delta_chrom_vs_reconverged
2511021636,-0.12409102916717529,-11.69660472869873
2511021637,-0.3431088328361511,1.3537782430648804
2511021638,-0.11310014873743057,-21.96717643737793
