seed,spec,paired_delta_mean,paired_delta_xen_mean,paired_delta_chrom_mean,n_paired
2511021636,PRIMARY,-1.7828787565231323,-0.189197838306427,-10.507591247558594,39333
2511021636,SECONDARY,-0.7683892846107483,-0.1679440587759018,-4.055567264556885,39333
2511021636,NULL,0.20380856096744537,-0.07461853325366974,1.728076457977295,39333
2511021637,PRIMARY,-1.2862824201583862,-0.06384514272212982,-7.978597640991211,39333
2511021637,SECONDARY,-0.9138309955596924,-0.025449248030781746,-5.777338027954102,39333
2511021637,NULL,-2.8426640033721924,0.059050995856523514,-18.728302001953125,39333
2511021638,PRIMARY,0.5346227288246155,-0.16778570413589478,4.380005359649658,39333
2511021638,SECONDARY,0.7638339996337891,-0.039000872522592545,5.159008502960205,39333
2511021638,NULL,0.7432149648666382,-0.21028608083724976,5.963220596313477,39333
